id,date,time,type,source,value
56107,2024-01-30,09:05:41.095146,humidity,z-03,29.83441925048828
56108,2024-01-30,09:05:41.095146,pressure,z-03,1015.509765625
56109,2024-01-30,09:05:41.480281,temperature,z-01,21.299999237060547
56110,2024-01-30,09:05:41.480281,humidity,z-01,23.700000762939453
56111,2024-01-30,09:06:05.054231,temperature_1,z-03,22.60135269165039
56112,2024-01-30,09:06:05.054231,temperature_2,z-03,21.133333206176758
56113,2024-01-30,09:06:05.054231,humidity,z-03,29.90930938720703
56114,2024-01-30,09:06:05.054231,pressure,z-03,1015.471923828125
56115,2024-01-30,09:06:07.195899,temperature,z-02,20.700000762939453
56116,2024-01-30,09:06:07.195899,humidity,z-02,25.600000381469727
56117,2024-01-30,09:06:11.926135,temperature_1,z-03,22.489866256713867
56118,2024-01-30,09:06:11.926135,temperature_2,z-03,21.141666412353516
56119,2024-01-30,09:06:11.926135,humidity,z-03,30.088594436645508
56120,2024-01-30,09:06:11.926135,pressure,z-03,1015.499755859375
56121,2024-01-30,09:06:12.925731,temperature,z-01,21.299999237060547
56122,2024-01-30,09:06:12.925731,humidity,z-01,23.700000762939453
56123,2024-01-30,09:06:35.954064,temperature_1,z-03,22.638513565063477
56124,2024-01-30,09:06:35.954064,temperature_2,z-03,21.15833282470703
56125,2024-01-30,09:06:35.954064,humidity,z-03,30.10675048828125
56126,2024-01-30,09:06:35.954064,pressure,z-03,1015.516357421875
56127,2024-01-30,09:06:39.942791,temperature,z-02,20.799999237060547
56128,2024-01-30,09:06:39.942791,humidity,z-02,25.700000762939453
56129,2024-01-30,09:06:42.712501,temperature_1,z-03,22.527027130126953
56130,2024-01-30,09:06:42.712501,temperature_2,z-03,21.160417556762695
56131,2024-01-30,09:06:42.712501,humidity,z-03,30.1702938079834
56132,2024-01-30,09:06:42.712501,pressure,z-03,1015.553466796875
56133,2024-01-30,09:06:44.403662,temperature,z-01,21.299999237060547
56134,2024-01-30,09:06:44.403662,humidity,z-01,23.600000381469727
56135,2024-01-30,09:07:06.723549,temperature_1,z-03,22.545608520507812
56136,2024-01-30,09:07:06.723549,temperature_2,z-03,21.164583206176758
56137,2024-01-30,09:07:06.723549,humidity,z-03,30.32007598876953
56138,2024-01-30,09:07:06.723549,pressure,z-03,1015.5625
56139,2024-01-30,09:07:12.685791,temperature,z-02,20.799999237060547
56140,2024-01-30,09:07:12.685791,humidity,z-02,25.700000762939453
56141,2024-01-30,09:07:13.445624,temperature_1,z-03,22.694257736206055
56142,2024-01-30,09:07:13.445624,temperature_2,z-03,21.172916412353516
56143,2024-01-30,09:07:13.445624,humidity,z-03,30.056821823120117
56144,2024-01-30,09:07:13.445624,pressure,z-03,1015.498291015625
56145,2024-01-30,09:07:15.870303,temperature,z-01,21.299999237060547
56146,2024-01-30,09:07:15.870303,humidity,z-01,23.700000762939453
56147,2024-01-30,09:07:37.440819,temperature_1,z-03,22.545608520507812
56148,2024-01-30,09:07:37.440819,temperature_2,z-03,21.172916412353516
56149,2024-01-30,09:07:37.440819,humidity,z-03,30.065900802612305
56150,2024-01-30,09:07:37.440819,pressure,z-03,1015.533935546875
56151,2024-01-30,09:07:44.258269,temperature_1,z-03,22.58277130126953
56152,2024-01-30,09:07:44.258269,temperature_2,z-03,21.17708396911621
56153,2024-01-30,09:07:44.258269,humidity,z-03,29.528047561645508
56154,2024-01-30,09:07:44.258269,pressure,z-03,1015.518310546875
56155,2024-01-30,09:07:45.416546,temperature,z-02,20.799999237060547
56156,2024-01-30,09:07:45.416546,humidity,z-02,25.700000762939453
56157,2024-01-30,09:07:49.305183,temperature,z-01,21.299999237060547
56158,2024-01-30,09:07:49.305183,humidity,z-01,23.700000762939453
56159,2024-01-30,09:08:08.124308,temperature_1,z-03,22.60135269165039
56160,2024-01-30,09:08:08.124308,temperature_2,z-03,21.18541717529297
56161,2024-01-30,09:08:08.124308,humidity,z-03,30.088594436645508
56162,2024-01-30,09:08:08.124308,pressure,z-03,1015.51611328125
56163,2024-01-30,09:08:15.166778,temperature_1,z-03,22.58277130126953
56164,2024-01-30,09:08:15.166778,temperature_2,z-03,21.179166793823242
56165,2024-01-30,09:08:15.166778,humidity,z-03,30.081785202026367
56166,2024-01-30,09:08:15.166778,pressure,z-03,1015.53662109375
56167,2024-01-30,09:08:18.115703,temperature,z-02,20.799999237060547
56168,2024-01-30,09:08:18.115703,humidity,z-02,25.799999237060547
56169,2024-01-30,09:08:21.049770,temperature,z-01,21.200000762939453
56170,2024-01-30,09:08:21.049770,humidity,z-01,23.600000381469727
56171,2024-01-30,09:08:39.045733,temperature_1,z-03,22.58277130126953
56172,2024-01-30,09:08:39.045733,temperature_2,z-03,21.191667556762695
56173,2024-01-30,09:08:39.045733,humidity,z-03,30.070438385009766
56174,2024-01-30,09:08:39.045733,pressure,z-03,1015.51806640625
56175,2024-01-30,09:08:46.064801,temperature_1,z-03,22.60135269165039
56176,2024-01-30,09:08:46.064801,temperature_2,z-03,21.200000762939453
56177,2024-01-30,09:08:46.064801,humidity,z-03,30.204334259033203
56178,2024-01-30,09:08:46.064801,pressure,z-03,1015.51708984375
56179,2024-01-30,09:08:51.045863,temperature,z-02,20.799999237060547
56180,2024-01-30,09:08:51.045863,humidity,z-02,25.799999237060547
56181,2024-01-30,09:08:52.550618,temperature,z-01,21.299999237060547
56182,2024-01-30,09:08:52.550618,humidity,z-01,23.700000762939453
56183,2024-01-30,09:09:10.052262,temperature_1,z-03,22.657094955444336
56184,2024-01-30,09:09:10.052262,temperature_2,z-03,21.20833396911621
56185,2024-01-30,09:09:10.052262,humidity,z-03,30.133983612060547
56186,2024-01-30,09:09:10.052262,pressure,z-03,1015.484130859375
56187,2024-01-30,09:09:16.973273,temperature_1,z-03,22.58277130126953
56188,2024-01-30,09:09:16.973273,temperature_2,z-03,21.204166412353516
56189,2024-01-30,09:09:16.973273,humidity,z-03,30.488012313842773
56190,2024-01-30,09:09:16.973273,pressure,z-03,1015.525390625
56193,2024-01-30,09:09:23.946771,temperature,z-02,20.799999237060547
56194,2024-01-30,09:09:23.946771,humidity,z-02,25.700000762939453
56191,2024-01-30,09:09:24.190318,temperature,z-01,21.299999237060547
56192,2024-01-30,09:09:24.190318,humidity,z-01,23.700000762939453
56195,2024-01-30,09:09:40.874965,temperature_1,z-03,22.675676345825195
56196,2024-01-30,09:09:40.874965,temperature_2,z-03,21.21666717529297
56197,2024-01-30,09:09:40.874965,humidity,z-03,30.331422805786133
56198,2024-01-30,09:09:40.874965,pressure,z-03,1015.50341796875
56199,2024-01-30,09:09:47.714747,temperature_1,z-03,22.61993408203125
56200,2024-01-30,09:09:47.714747,temperature_2,z-03,21.210416793823242
56201,2024-01-30,09:09:47.714747,humidity,z-03,30.163484573364258
56202,2024-01-30,09:09:47.714747,pressure,z-03,1015.530517578125
56203,2024-01-30,09:09:55.687120,temperature,z-01,21.299999237060547
56204,2024-01-30,09:09:55.687120,humidity,z-01,23.700000762939453
56205,2024-01-30,09:09:57.714150,temperature,z-02,20.799999237060547
56206,2024-01-30,09:09:57.714150,humidity,z-02,25.700000762939453
56207,2024-01-30,09:10:11.624071,temperature_1,z-03,22.545608520507812
56208,2024-01-30,09:10:11.624071,temperature_2,z-03,21.227083206176758
56209,2024-01-30,09:10:11.624071,humidity,z-03,30.20660400390625
56210,2024-01-30,09:10:11.624071,pressure,z-03,1015.52880859375
56211,2024-01-30,09:10:18.576997,temperature_1,z-03,22.638513565063477
56212,2024-01-30,09:10:18.576997,temperature_2,z-03,21.231250762939453
56213,2024-01-30,09:10:18.576997,humidity,z-03,30.020511627197266
56214,2024-01-30,09:10:18.576997,pressure,z-03,1015.501953125
56215,2024-01-30,09:10:29.144048,temperature,z-01,21.299999237060547
56216,2024-01-30,09:10:29.144048,humidity,z-01,23.799999237060547
56217,2024-01-30,09:10:30.941891,temperature,z-02,20.899999618530273
56218,2024-01-30,09:10:30.941891,humidity,z-02,25.899999618530273
56219,2024-01-30,09:10:42.525102,temperature_1,z-03,22.694257736206055
56220,2024-01-30,09:10:42.525102,temperature_2,z-03,21.227083206176758
56221,2024-01-30,09:10:42.525102,humidity,z-03,30.177101135253906
56222,2024-01-30,09:10:42.525102,pressure,z-03,1015.543212890625
56223,2024-01-30,09:10:49.405437,temperature_1,z-03,22.712839126586914
56224,2024-01-30,09:10:49.405437,temperature_2,z-03,21.231250762939453
56225,2024-01-30,09:10:49.405437,humidity,z-03,30.40858268737793
56226,2024-01-30,09:10:49.405437,pressure,z-03,1015.53125
56227,2024-01-30,09:11:00.731847,temperature,z-01,21.299999237060547
56228,2024-01-30,09:11:00.731847,humidity,z-01,23.799999237060547
56229,2024-01-30,09:11:03.780404,temperature,z-02,20.799999237060547
56230,2024-01-30,09:11:03.780404,humidity,z-02,26
56231,2024-01-30,09:11:13.465281,temperature_1,z-03,22.638513565063477
56232,2024-01-30,09:11:13.465281,temperature_2,z-03,21.237499237060547
56233,2024-01-30,09:11:13.465281,humidity,z-03,30.2202205657959
56234,2024-01-30,09:11:13.465281,pressure,z-03,1015.55419921875
56235,2024-01-30,09:11:20.535915,temperature_1,z-03,22.61993408203125
56236,2024-01-30,09:11:20.535915,temperature_2,z-03,21.245832443237305
56237,2024-01-30,09:11:20.535915,humidity,z-03,30.306459426879883
56238,2024-01-30,09:11:20.535915,pressure,z-03,1015.55224609375
56239,2024-01-30,09:11:32.340901,temperature,z-01,21.299999237060547
56240,2024-01-30,09:11:32.340901,humidity,z-01,23.799999237060547
56241,2024-01-30,09:11:36.726179,temperature,z-02,20.799999237060547
56242,2024-01-30,09:11:36.726179,humidity,z-02,26.299999237060547
56243,2024-01-30,09:11:44.407707,temperature_1,z-03,22.61993408203125
56244,2024-01-30,09:11:44.407707,temperature_2,z-03,21.25208282470703
56245,2024-01-30,09:11:44.407707,humidity,z-03,30.283763885498047
56246,2024-01-30,09:11:44.407707,pressure,z-03,1015.49755859375
56247,2024-01-30,09:11:51.432271,temperature_1,z-03,22.712839126586914
56248,2024-01-30,09:11:51.432271,temperature_2,z-03,21.24791717529297
56249,2024-01-30,09:11:51.432271,humidity,z-03,30.1430606842041
56250,2024-01-30,09:11:51.432271,pressure,z-03,1015.534423828125
56251,2024-01-30,09:12:04.004350,temperature,z-01,21.399999618530273
56252,2024-01-30,09:12:04.004350,humidity,z-01,23.899999618530273
56253,2024-01-30,09:12:09.589081,temperature,z-02,20.799999237060547
56254,2024-01-30,09:12:09.589081,humidity,z-02,26.299999237060547
56255,2024-01-30,09:12:15.332363,temperature_1,z-03,22.657094955444336
56256,2024-01-30,09:12:15.332363,temperature_2,z-03,21.25
56257,2024-01-30,09:12:15.332363,humidity,z-03,30.133983612060547
56258,2024-01-30,09:12:15.332363,pressure,z-03,1015.514892578125
56259,2024-01-30,09:12:22.356186,temperature_1,z-03,22.657094955444336
56260,2024-01-30,09:12:22.356186,temperature_2,z-03,21.26041603088379
56261,2024-01-30,09:12:22.356186,humidity,z-03,30.20660400390625
56262,2024-01-30,09:12:22.356186,pressure,z-03,1015.559814453125
56263,2024-01-30,09:12:37.416322,temperature,z-01,21.399999618530273
56264,2024-01-30,09:12:37.416322,humidity,z-01,23.899999618530273
56265,2024-01-30,09:12:42.663249,temperature,z-02,20.799999237060547
56266,2024-01-30,09:12:42.663249,humidity,z-02,26.200000762939453
56267,2024-01-30,09:12:46.364715,temperature_1,z-03,22.731420516967773
56268,2024-01-30,09:12:46.364715,temperature_2,z-03,21.26041603088379
56269,2024-01-30,09:12:46.364715,humidity,z-03,30.601484298706055
56270,2024-01-30,09:12:46.364715,pressure,z-03,1015.5625
56271,2024-01-30,09:12:53.296156,temperature_1,z-03,22.61993408203125
56272,2024-01-30,09:12:53.296156,temperature_2,z-03,21.274999618530273
56273,2024-01-30,09:12:53.296156,humidity,z-03,30.1929874420166
56274,2024-01-30,09:12:53.296156,pressure,z-03,1015.53955078125
56275,2024-01-30,09:13:09.099572,temperature,z-01,21.299999237060547
56276,2024-01-30,09:13:09.099572,humidity,z-01,23.799999237060547
